ID программы;Форма обучения;Проходной балл бюджет;Проходной балл платное;Мест бюджет;Мест платное;Стоимость;Стоимость, за год;Когда;Срок обучения;График занятий
677418;Очная;;;;;16 500 р.;;12 окт, 13 ноя;40 ак. ч;10 занятий по 3 часа, 2 раз в неделю
737864;Дистанционная;;;;;12 000 р.;;в любое время;6 месяцев, 504 ак. ч;-
722779/1;Очная;-;;-;;;по договоренности;1 сен;4 года;
722779/1;Заочная;-;;-;;;40 000 р.;1 сен;5 лет;
719146;Очная;;;;;4 900 р.;;по мере набора;1 день;-
734468;Очная;;;;;2 500 р.;;по мере набора;;-
734468;Дистанционная;;;;;по договоренности;;по мере набора;;-
726858;Экспресс+ - онлайн обучение;;;;;46 900 р.;;12 окт;14 дней, 112 ак. ч;-
726858;Экспресс+ - онлайн обучение;;;;;46 900 р.;;31 авг;14 дней, 112 ак. ч;-
726858;Экспресс+ - онлайн обучение;;;;;46 900 р.;;9 ноя;14 дней, 112 ак. ч;-
539051/1;Очная;250;;35;;;156 720 р.;1 сен;4 года;
735871;Индивидуально;;;;;650 р.;;в любое время;1 ак. ч;-
735871;В паре;;;;;380 р.;;в любое время;1 ак. ч;-
736580;Онлайн;;;;;9 900 р.;;в любое время;4 недели;-
611900;Дистанционная;;;;;323 000 р.;;1 окт;19 месяцев;2 раза в неделю: пятница с 19.00 до 22.00 и суббота с 11.00 до 18.00
611900;Вечерняя;;;;;456 000 р.;;1 окт;19 месяцев;2 раза в неделю: пятница с 19.00 до 22.00 и суббота с 11.00 до 18.00
689955/1;Очная;214;;15;;;165 000 р.;1 сен;4 года;
689955/1;Заочная;-;;-;;;88 000 р.;1 сен;5 лет;
689955/1;Дистанционная;-;;-;;;65 000 р.;1 сен;5 лет;
745353;Дистанционная;;;;;47 040 р.;;по мере набора;72 ак. ч;-
712232;Очная;;;;;9 350 р.;;19 авг, 19 авг, 20 авг, 21 авг, 22 авг, 23 авг, 24 авг, 25 авг, 26 авг, 27 авг, 28 авг, 29 авг, 30 авг, 31 авг, 1 сен, 2 сен, 3 сен;1 год, 144 ак. ч;1 раз в неделю в будние дни по 1,5 часа
712232;Группа выходного дня;;;;;10 700 р.;;19 авг, 19 авг, 20 авг, 21 авг, 22 авг, 26 авг, 27 авг, 28 авг, 29 авг, 30 авг, 31 авг;1 год, 144 ак. ч;1 раз в неделю в выходные дни по 4 акад.часа
700165;Очная;;;;;29 900 р.;;по мере набора;3 месяца, 288 ак. ч;выходные дни и будни, утро или вечер
673997;Очная;;;;;6 500 р.;;8 ноя, 8 ноя;1 день, 7 ак. ч;1 занятие, 5 часов
706386;Дистанционная;;;;;2 100 р.;;в любое время;2 недели;по индивидуальному плану
692576;Дистанционная;;;;;12 700 р.;;по мере набора;2 недели, 72 ак. ч;-
689465;Дистанционная;;;;;24 570 р.;;в любое время;6 месяцев, 702 ак. ч;-
737186;Очная;;;;;27 000 р.;;7 сен, 10 сен;4 дня, 20 ак. ч;пн, вт, ср, чт
530504/3;Очная;-;;16;;;165 000 р.;1 сен;2 года;
720155;Очная;;;;;7 900 р.;;по мере набора;1 день, 8 ак. ч;-
736585;Очная;;;;;13 900 р.;;в любое время;4 недели;-
538972/1;Очная;248;;38;;;127 680 р.;1 сен;4 года;
737865;Дистанционная;;;;;10 000 р.;;в любое время;6 месяцев, 540 ак. ч;-
735597;Индивидуально;;;;;750 р.;;в любое время;1 ак. ч;составляется индивидуально
735597;Вдвоем;;;;;450 р.;;в любое время;1 ак. ч;составляется индивидуально
633585;Очная;;;;;11 440 р.;;по мере набора;1 месяц;-
727972;Дистанционная;;;;;43 200 р.;;по мере набора;72 ак. ч;-
726467;Экспресс+ - онлайн обучение;;;;;19 000 р.;;1 сен;5 дней, 40 ак. ч;-
739018;Дистанционная;;;;;323 000 р.;;1 окт;19 месяцев;2 раза в неделю: пятница с 19.00 до 22.00 и суббота с 11.00 до 18.00
739018;Вечерняя;;;;;456 000 р.;;1 окт;19 месяцев;2 раза в неделю: пятница с 19.00 до 22.00 и суббота с 11.00 до 18.00
729989;Дистанционная;;;;;2 990 р.;;-;1 год, 8 ак. ч;-
736120;Очная;;;;;7 250 р.;;19 авг, 19 авг, 20 авг, 21 авг, 22 авг, 23 авг, 24 авг, 25 авг, 26 авг, 27 авг, 28 авг, 29 авг, 30 авг, 31 авг;9 месяцев, 72 ак. ч;1 раз в неделю по 2 академических часа
734465;Очная;;;;;6 000 р.;;по мере набора;;-
734465;Дистанционная;;;;;по договоренности;;по мере набора;;-
602885/1;Очная;223;;16;;;175 000 р.;1 сен;4 года;
602885/1;Очно-заочная;-;;-;;;105 000 р.;1 сен;5 лет;
602885/1;Дистанционная;-;;-;;;75 000 р.;1 сен;5 лет;
739457;Онлайн;;;;;3 500 р.;;4 сен, 11 сен;3 дня, 12 ак. ч;3 занятия по 3 часа, 19:00 - 22:00 (МСК)
706381;Дистанционная;;;;;2 100 р.;;в любое время;2 недели;-
737190;Очная;;;;;27 000 р.;;7 сен, 10 сен;4 дня, 24 ак. ч;пн, вт,ср,чт.
687759;Очная;;;;;19 900 р.;;по мере набора;3 месяца, 288 ак. ч;по будням или выходным, утро, день, вечер
700120;Дистанционная;;;;;9 800 р.;;в любое время;5 месяцев, 558 ак. ч;-
738183;Дистанционная;;;;;9 000 р.;;по мере набора;1 неделя, 36 ак. ч;-
530503/3;Очная;-;;7;;;133 800 р.;1 сен;2 года;
738872;Дистанционная;;;;;бесплатно;;по мере набора;1 день, 2 ак. ч;по личной договоренности с каждой компанией
720152;Очная;;;;;44 900 р.;;по мере набора;2 дня, 19 ак. ч;-
736575;Онлайн;;;;;5 500 р.;;в любое время;1 месяц;-
737984;Дистанционная;;;;;5 000 р.;;в любое время;2 месяца, 72 ак. ч;-
738502;Экспресс+ - онлайн обучение;;;;;77 900 р.;;1 сен;9 дней, 72 ак. ч;-
711584;Очная;;;;;15 000 р.;;по мере набора;10 дней, 35 ак. ч;в будние дни с 19.00 до 22.00 или выходной день с 10.00 до 17.00
711584;Дистанционная;;;;;по договоренности;;по мере набора;10 дней, 35 ак. ч;-
729987;Дистанционная;;;;;2 990 р.;;-;1 год, 8 ак. ч;-
724527;Вечерняя;;;;;15 070 р.;;19 авг, 19 авг, 20 авг, 21 авг, 22 авг, 23 авг, 24 авг, 25 авг, 26 авг, 27 авг, 28 авг, 30 авг, 31 авг;12 месяцев;2 раза в неделю в будние дни c 19:00 до 21:50
735724;Индивидуально;;;;;750 р.;;в любое время;1 месяц, 8 ак. ч;составляется индивидуально
735724;Вдвоем;;;;;450 р.;;в любое время;1 месяц, 8 ак. ч;составляется индивидуально
610822/1;Очная;203;;16;;;127 680 р.;1 сен;4 года;
737631;Очная;;;;;35 000 р.;;21 сен, 24 сен;4 дня, 24 ак. ч;пн, вт, ср, чт
706663;Дистанционная;;;;;330 р.;;в любое время;2 недели, 72 ак. ч;по индивидуальному графику, без набора групп
727971;Дистанционная;;;;;49 200 р.;;по мере набора;72 ак. ч;-
671745;Очная;;;;;47 520 р.;;по мере набора;6 месяцев, 144 ак. ч;-
700136;Углубленный курс;;;;;22 000 р.;;по мере набора;3 месяца, 288 ак. ч;по будням или выходным, утро, день, вечер
668220/3;Очная;-;;8;;;156 000 р.;1 сен;2 года;
668220/3;Заочная;-;;-;;;85 000 р.;1 сен;27 месяцев;
738179;Дистанционная;;;;;21 000 р.;;по мере набора;8 недель, 256 ак. ч;-
720157;Очная;;;;;6 500 р.;;по мере набора;1 день, 9 ак. ч;-
690445;Дистанционная;;;;;27 900 р.;;по мере набора;6 месяцев, 504 ак. ч;-
693912/3;Очная;-;;7;;;136 000 р.;1 сен;2 года;
745930;Онлайн;;;;;1 900 р.;;по мере набора;3 дня, 10 ак. ч;-
739350;Дистанционная;;;;;20 000 р.;;в любое время;4 месяца, 288 ак. ч;-
713423;Дистанционная;;;;;13 000 р.;;24 авг, 28 авг;5 дней, 20 ак. ч;Пн-Пт с 18.30 до 21.45
739936;Экспресс+ - онлайн обучение;;;;;35 900 р.;;2 сен;5 дней, 40 ак. ч;-
736119;Очная;;;;;7 506 р.;;19 авг, 19 авг, 20 авг, 21 авг, 22 авг, 23 авг, 24 авг, 25 авг, 26 авг, 27 авг, 28 авг, 29 авг, 30 авг, 31 авг;1 год;1 раз в неделю
723778;Дистанционная;;;;;6 900 р.;;-;30 дней, 28 ак. ч;-
706662;Дистанционная;;;;;330 р.;;в любое время;2 недели, 72 ак. ч;по индивидуальному графику, без набора групп
732406;Очная;;;;;5 500 р.;;по мере набора;;-
732406;Дистанционная;;;;;5 500 р.;;по мере набора;;-
737198;Очная;;;;;32 000 р.;;21 сен, 24 сен;4 дня, 24 ак. ч;пн, вт, ср, чт.
736931;Очная;;;;;6 000 р.;;по мере набора;2 дня, 16 ак. ч;-
735722;Индивидуально;;;;;750 р.;;в любое время;1 ак. ч;составляется индивидуально
735722;Вдвоем;;;;;380 р.;;в любое время;1 ак. ч;составляется индивидуально
720158;Очная;;;;;7 900 р.;;по мере набора;1 день, 9 ак. ч;-
745932;Онлайн;;;;;1 900 р.;;по мере набора;3 дня, 10 ак. ч;пятница-воскресенье с 19.00 до 22.00
739634;Дистанционная;;;;;85 000 р.;;по мере набора;9 месяцев, 576 ак. ч;-
737662;Дистанционная;;;;;5 000 р.;;по мере набора;72 ак. ч;-
738241;Дистанционная;;;;;21 000 р.;;по мере набора;5 недель, 256 ак. ч;-
720310;Очная;;;;;30 000 р.;;в любое время;5 дней, 90 ак. ч;начало в 10:00 каждый понедельник
738399;Дистанционная;;;;;17 500 р.;;в любое время;4 месяца, 240 ак. ч;-
693900/3;Очная;-;;6;;;165 000 р.;1 сен;2 года;
696593;Очная;;;;;33 000 р.;;в любое время;6 месяцев, 96 ак. ч;2 раза в неделю в будние дни с 9.00 до 21.30
696593;Дистанционная;;;;;10 500 р.;;в любое время;3 месяца, 48 ак. ч;2 раза в неделю в будние дни или в выходные, с 9.00 до 21.30
696593;Группа выходного дня;;;;;33 000 р.;;в любое время;96 месяцев;суббота или воскресенье ( с 11.00 до 14.00 или с 14.00 до 17.00)
696593;Вечерняя;;;;;33 000 р.;;в любое время;5 месяцев;2 раза в неделю (с 18.30 до 20.00 или с 20.00 до 21.30)
696593;Очная;;;;;7 000 р.;;в любое время;1 месяц, 16 ак. ч;2 раза в неделю в будние дни или в выходные (время занятий с 9.00 до 21.00)
696593;Дистанционная;;;;;3 500 р.;;в любое время;1 месяц, 16 ак. ч;2 раза в неделю в будние дни или в выходные с 9.00 до 21.00
696593;Индивидиуальная;;;;;1 800 р.;;в любое время;1 день, 2 ак. ч;1 урок очно 90 минут
696593;Индивидуальная;;;;;950 р.;;в любое время;1 день, 2 ак. ч;1 урок онлайн 60 минут
708318;Очная;;;;;13 200 р.;;по мере набора;4 дня, 24 ак. ч;11:00-17:30
615374;Очно-заочная;;;;;200 000 р.;;1 сен;9 месяцев, 800 ак. ч;начало занятий в сентябре 2018
729867;Экспресс+ - онлайн обучение;;;;;24 000 р.;;30 ноя;3 дня, 24 ак. ч;-
729867;Экспресс+ - онлайн обучение;;;;;24 000 р.;;2 сен;3 дня, 24 ак. ч;-
737490;Очная;;;;;25 000 р.;;28 сен, 30 сен;3 дня, 18 ак. ч;пн, вт, ср.
706681;Дистанционная;;;;;2 100 р.;;в любое время;2 недели, 72 ак. ч;по индивидуальному графику, без набора групп
687072;Дистанционная;;;;;69 500 р.;;3 сен;3 месяца;12 уроков
717978;Дистанционная;;;;;14 200 р.;;-;60 дней, 96 ак. ч;-
735718;Очная;;;;;по договоренности;;в любое время;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
735718;Дистанционная;;;;;по договоренности;;в любое время;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
689945;Дистанционная;;;;;8 700 р.;;в любое время;4 месяца, 450 ак. ч;-
735718;Очно и по Skype;;;;;по договоренности;;в любое время;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
739044;Дистанционная;;;;;5 000 р.;;в любое время;3 недели, 72 ак. ч;в любое удобное время
720159;Очная;;;;;9 900 р.;;по мере набора;1 день, 9 ак. ч;-
736581;Очная;;;;;18 900 р.;;в любое время;4 недели;-
720309;Очная;;;;;17 000 р.;;в любое время;5 дней, 45 ак. ч;начало в 10:00 каждый понедельник
738303;Дистанционная;;;;;3 900 р.;;по мере набора;1 день, 3 ак. ч;-
708317;Очная;;;;;13 920 р.;;по мере набора;3 дня, 24 ак. ч;11:00 - 17:30
530498/3;Очная;-;;7;;;164 600 р.;1 сен;2 года;
616334;Онлайн-обучение;;;;;3 500 р.;;по мере набора;1 месяц, 16 ак. ч;2-3 раза в неделю по будням и выходным
653992;Дистанционная;;;;;5 500 р.;;в любое время;2 месяца, 144 ак. ч;по индивидуальному графику
737196;Очная;;;;;30 000 р.;;28 сен, 1 окт;4 дня, 24 ак. ч;пн, вт, ср, чт
700163;Очная;;;;;6 000 р.;;по мере набора;2 дня, 16 ак. ч;будни, выходные
734910;Экспресс+ - онлайн обучение;;;;;9 900 р.;;3 сен;2 дня, 16 ак. ч;-
615315;Очная;;;;;48 000 р.;;окт;8 месяцев, 120 ак. ч;-
717492;Очная;;;;;24 500 р.;;по мере набора;8 дней, 32 ак. ч;19.00-22.00
717492;Дистанционная;;;;;по договоренности;;по мере набора;8 дней, 32 ак. ч;19.00-22.00
736101;Очная;;;;;393 330 р.;;19 авг, 19 авг, 20 авг, 21 авг, 23 авг, 24 авг, 25 авг, 26 авг, 27 авг, 28 авг, 29 авг, 30 авг;30 месяцев;с 9:00 до 12:00 или с 19:00 до 21:50
736101;Группа выходного дня;;;;;15 070 р.;;-;30 месяцев;1 раз в неделю по 6 академических часов, сб или вс
735000;Дистанционная;;;;;25 500 р.;;19 авг;125 дней, 184 ак. ч;-
700091;Дистанционная;;;;;9 800 р.;;в любое время;5 месяцев, 558 ак. ч;-
737663;Дистанционная;;;;;5 000 р.;;в любое время;72 ак. ч;-
736584;Онлайн;;;;;12 900 р.;;в любое время;4 недели;-
735595;Индивидуально;;;;;750 р.;;в любое время;;график составляется индивидуально
735595;Вдвоем;;;;;380 р.;;в любое время;1 ак. ч;составляется индивидуально
719141;Очная;;;;;17 900 р.;;по мере набора;2 дня;-
732377;Дистанционная;;;;;50 000 р.;;в любое время;1 месяц;-
693111;Дистанционная;;;;;2 000 р.;;в любое время;1 неделя, 24 ак. ч;свободный
693111;Очная;;;;;2 000 р.;;по мере набора;1 неделя, 24 ак. ч;по будним дням, с 8.30 до 17.00
745633;Очная;;;;;2 000 р.;;по мере набора;1 день;будни, выходные
720160;Очная;;;;;7 900 р.;;по мере набора;1 день, 8 ак. ч;-
738264;Дистанционная;;;;;21 000 р.;;по мере набора;6 недель, 256 ак. ч;-
715215;Очная;;;;;13 000 р.;;в любое время;5 дней, 45 ак. ч;каждый понедельник в 10:00
695383;Очная;;;;;180 000 р.;;окт;8 месяцев, 250 ак. ч;-
737637;Очная;;;;;34 000 р.;;5 окт, 7 окт;4 дня, 24 ак. ч;пн, вт, ср.
736579;Очная;;;;;13 500 р.;;в любое время;3 недели;-
717944;Дистанционная;;;;;37 500 р.;;19 авг;170 дней, 250 ак. ч;-
739740;Дистанционная;;;;;9 800 р.;;по мере набора;5 месяцев, 558 ак. ч;-
735596;Очная;;;;;по договоренности;;-;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
735596;По Skype;;;;;по договоренности;;в любое время;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
735596;Очно и по Skype;;;;;по договоренности;;-;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
706380;Дистанционная;;;;;7 500 р.;;в любое время;3 месяца, 350 ак. ч;по индивидуальному графику
737666;Очная;;;;;83 000 р.;;по мере набора;33 недели, 1100 ак. ч;-
737666;Дистанционная;;;;;45 000 р.;;по мере набора;33 недели, 1100 ак. ч;-
721301;Коннект+ - смешанное обучение (онлайн и очное);;;;;110 000 р.;;по мере набора;512 ак. ч;-
721301;Экспресс - очное обучение;;;;;110 000 р.;;7 сен;512 ак. ч;-
712219;Очная;;;;;15 070 р.;;19 авг, 19 авг, 20 авг, 21 авг, 22 авг, 23 авг, 24 авг, 25 авг, 26 авг, 27 авг, 28 авг, 29 авг, 30 авг, 31 авг;12 месяцев, 368 ак. ч;2 раза в неделю в будние дни
717102;Очная;;;;;2 000 р.;;по мере набора;1 день, 4 ак. ч;с 19.00 до 22.00 с перерывом на кофе-брейк
717102;Дистанционная;;;;;2 000 р.;;по мере набора;1 день, 4 ак. ч;с 19.00 до 22.00 с перерывом на кофе-брейк
738108;Очно-заочная;;;;;4 000 р.;;в любое время;1 месяц;ежедневно с 10:00 до 19:00
715567;Очная;;;;;8 600 р.;;по мере набора;1 неделя;5 раз в неделю с 11:00 до 13:00
616414;Очная;;;;;6 500 р.;;по мере набора;1 месяц, 16 ак. ч;2-3 раза в неделю по будням и выходным
616414;Онлайн обучение;;;;;3 500 р.;;по мере набора;1 месяц, 16 ак. ч;2-3 раза в неделю по будням и выходным
616414;Группа выходного дня;;;;;6 500 р.;;по мере набора;1 месяц, 16 ак. ч;1 раз в неделю по выходным с 11.00 до 14.00 или с 14.00 до 17.00
616414;Вечерняя;;;;;6 500 р.;;по мере набора;1 месяц, 16 ак. ч;2-3 раза в неделю по будням (с 18.30 до 20.00 или с 20.00 до 21.30)
616414;Индивидуально;;;;;950 р.;;в любое время;2 дня, 2 ак. ч;В любое для Вас удобное время
616414;Индивидуально;;;;;1 800 р.;;в любое время;1 день, 2 ак. ч;В любое для Вас удобное время
715216;Очная;;;;;8 000 р.;;в любое время;5 дней, 45 ак. ч;начало в 10:00 каждый понедельник
720161;Очная;;;;;7 900 р.;;по мере набора;1 день, 8 ак. ч;-
692637;Очная;;;;;20 400 р.;;по мере набора;2 недели, 80 ак. ч;в будние дни c 9.00 до 13.00
745629;Очная;;;;;2 000 р.;;по мере набора;1 день;будни, выходные
738298;Дистанционная;;;;;10 500 р.;;по мере набора;2 недели, 72 ак. ч;-
738895;Очная;;;;;63 000 р.;;5 окт, 16 окт;2 недели, 60 ак. ч;пн, вт, ср, чт.,пят.
689480;Дистанционная;;;;;18 900 р.;;в любое время;6 месяцев, 540 ак. ч;-
744656;Очная;;;;;15 500 р.;;19 авг, 31 авг;6 дней, 24 ак. ч;-
744656;Дистанционная;;;;;12 400 р.;;в любое время;30 дней, 24 ак. ч;-
695376;Очная;;;;;115 000 р.;;19 окт;8 месяцев, 264 ак. ч;3-4 раза в неделю с 19.00 до 21.00
736589;Онлайн;;;;;8 900 р.;;в любое время;4 недели;-
653985;Дистанционная;;;;;20 000 р.;;в любое время;6 месяцев, 700 ак. ч;по индивидуальному графику
735644;Индивидуально;;;;;750 р.;;-;1 ак. ч;составляется индивидуально
735644;Вдвоем;;;;;380 р.;;в любое время;1 ак. ч;составляется индивидуально
737867;Дистанционная;;;;;2 000 р.;;в любое время;1 месяц, 120 ак. ч;-
738109;Очно-заочная;;;;;5 000 р.;;в любое время;1 месяц;Ежедневно с 10:00 до 19:00
710751;День;;;;;30 000 р.;;-;2 недели, 102 ак. ч;пн.-пт с 10.00
710751;Дистанционная;;;;;29 800 р.;;в любое время;72 ак. ч;-
720162;Очная;;;;;7 900 р.;;по мере набора;1 день, 9 ак. ч;-
736113;Вечерняя;;;;;11 603 р.;;19 авг, 19 авг, 20 авг;12 месяцев;2 раза в неделю с 19:00 до 21:50
732404;Очная;;;;;25 000 р.;;по мере набора;;-
732404;Дистанционная;;;;;25 000 р.;;по мере набора;;-
722826;Очная;;;;;8 000 р.;;-;2 недели, 64 ак. ч;в будние дни с 9.00 до 14.00
722826;Дистанционная;;;;;8 000 р.;;в любое время;2 недели, 64 ак. ч;-
707931;Очная;;;;;4 230 р.;;по мере набора;1 день, 6 ак. ч;-
737192;Очная;;;;;35 000 р.;;12 окт, 15 окт;4 дня, 24 ак. ч;пн, вт, ср, чт.
745632;Очная;;;;;2 000 р.;;по мере набора;1 день;будни, выходные
712083;Очная;;;;;12 000 р.;;по мере набора;2 недели;-
616413;Групповое обучение;;;;;6 500 р.;;в любое время;1 месяц, 16 ак. ч;2 раза в неделю в будние дни или в выходные, с 9.00 до 21.30 (в зависимости от расписания)
616413;Групповое обучение онлайн;;;;;3 500 р.;;в любое время;1 месяц, 16 ак. ч;2 раза в неделю в будние дни или в выходные, с 9.00 до 21.30 (в зависимости от расписания)
616413;Индивидуальное обучение;;;;;1 800 р.;;в любое время;1 день, 2 ак. ч;В любое удобное для Вас время
616413;Индивидуальное обучение онлайн;;;;;950 р.;;в любое время;1 день, 2 ак. ч;В любое удобное для Вас время
616413;Очно;;;;;6 500 р.;;в любое время;1 месяц, 16 ак. ч;суббота или воскресенье ( с 11.00 до 14.00 или с 14.00 до 17.00)
616413;Очно;;;;;6 500 р.;;в любое время;1 месяц, 16 ак. ч;2-3 раза в неделю по будням (с 18.30 до 20.00 или с 20.00 до 21.30)
738184;Дистанционная;;;;;12 700 р.;;по мере набора;4 недели;-
717974;Дистанционная;;;;;36 000 р.;;19 авг;190 дней, 252 ак. ч;-
736591;Онлайн;;;;;8 900 р.;;в любое время;4 недели;-
698109;Дистанционная;;;;;12 960 р.;;в любое время;4 месяца, 432 ак. ч;-
737661;Очная;;;;;50 000 р.;;по мере набора;256 ак. ч;-
737661;Дистанционная;;;;;30 000 р.;;по мере набора;256 ак. ч;-
746502;Очная;;;;;33 000 р.;;по мере набора;9 дней, 84 ак. ч;-
678188;Очная;;;;;бесплатно;;19 окт;1 год;-
720164;Очная;;;;;6 900 р.;;по мере набора;1 день, 10 ак. ч;-
735642;Очная;;;;;по договоренности;;в любое время;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
735642;По Skype;;;;;по договоренности;;в любое время;3 месяца, 64 ак. ч;2 раза в неделю по 2 ак.часа или 1 раз в неделю по 4 ак.часа
710753;Очная;;;;;30 000 р.;;-;2 недели, 102 ак. ч;пн-пт с 10.00
710753;Дистанционная;;;;;26 200 р.;;в любое время;72 ак. ч;-
692635;Очная;;;;;7 000 р.;;по мере набора;1 неделя, 40 ак. ч;в будние дни с 9.00 до 16.00
692635;Очно-заочная;;;;;7 000 р.;;в любое время;1 неделя, 40 ак. ч;-
737193;Очная;;;;;35 000 р.;;12 окт, 16 окт;5 дней, 30 ак. ч;пн, вт, ср, чт.,пят.
738212;Дистанционная;;;;;21 000 р.;;по мере набора;5 недель, 256 ак. ч;-
719203/1;Очная;270;;10;;;390 000 р.;1 сен;4 года;
690052;Очная;;;;;11 603 р.;;в любое время;30 месяцев;3 раза в неделю (включая 2 дня для самостоятельной работы)
690052;Группа выходного дня;;;;;327 300 р.;;в любое время;30 месяцев;1 раз в неделю в субботу или воскресенье
707705;Очная;;;;;4 500 р.;;по мере набора;5 дней, 20 ак. ч;2 раза в неделю 19.00-22.00
707705;Дистанционная;;;;;по договоренности;;по мере набора;5 дней, 20 ак. ч;2 раза в неделю 19.00-22.00
700162;Очная;;;;;12 000 р.;;по мере набора;2 дня;будни, вечером, выходные
654916;Очная;;;;;80 000 р.;;7 окт;3 дня;с 10:00 до 18:00
737868;Дистанционная;;;;;28 500 р.;;в любое время;4 месяца, 260 ак. ч;-
633550;Очная;;;;;30 240 р.;;по мере набора;48 ак. ч;-
736587;Очная;;;;;16 500 р.;;в любое время;4 недели;-
614717;Очная;;;;;6 500 р.;;по мере набора;1 месяц, 16 ак. ч;2 -3 раза в неделю в будние дни с 9.00 до 21.30
614717;Онлайн;;;;;3 500 р.;;по мере набора;1 месяц, 16 ак. ч;2 раза в неделю в будние дни или в выходные, с 9.00 до 21.30
614717;Группа выходного дня;;;;;6 500 р.;;по мере набора;1 месяц, 16 ак. ч;суббота или воскресенье ( с 11.00 до 14.00 или с 14.00 до 17.00)
614717;Вечерняя;;;;;6 500 р.;;по мере набора;1 месяц, 16 ак. ч;2 раза в неделю (с 18.30 до 20.00 или с 20.00 до 21.30)
614717;Индивидуальная;;;;;1 800 р.;;в любое время;1 день, 2 ак. ч;1 занятие 90 минут
614717;Индивидуальная;;;;;950 р.;;в любое время;1 день, 2 ак. ч;1 онлайн занятие 60 минут
724098;Очная;;;;;15 000 р.;;2 ноя;1 месяц, 32 ак. ч;будни - с 19.00 до 22.00, либо по субботам днем
723775;Дистанционная;;;;;7 800 р.;;19 авг;30 дней, 16 ак. ч;-
735671;Индивидуально;;;;;750 р.;;в любое время;1 ак. ч;график составляется индивидуально
735671;Вдвоем;;;;;380 р.;;в любое время;1 ак. ч;составляется индивидуально
693115;Очно-заочная;;;;;12 200 р.;;по мере набора;3 месяца, 416 ак. ч;по будним дням с 9.00 до 14.00
690411;Дистанционная;;;;;27 900 р.;;по мере набора;6 месяцев, 504 ак. ч;-
726752;Очная;;;;;250 р.;;18 дек;1 день;ср в 19:00
678775;Дистанционная;;;;;36 750 р.;;в любое время;30 ак. ч;-
737188;Очная;;;;;35 000 р.;;26 окт, 29 окт;4 дня, 24 ак. ч;пн, вт, ср, чт
692590;Очная;;;;;5 600 р.;;по мере набора;1 день, 8 ак. ч;с 10:00 до 17:10
692590;Очно-заочная;;;;;5 600 р.;;по мере набора;2 дня, 8 ак. ч;два дня с 19:00 до 22:10
692590;Дистанционная;;;;;5 600 р.;;-;2 дня, 8 ак. ч;два дня с 19:00 до 22:10
735692;Очная;;;;;250 000 р.;;1 ноя;4 дня;-
737667;Очная;;;;;45 000 р.;;по мере набора;4 месяца, 294 ак. ч;-
737667;Дистанционная;;;;;30 000 р.;;по мере набора;4 месяца, 294 ак. ч;-
719217/1;Очная;291;225;10;5;;390 000 р.;1 сен;4 года;
700161;Очная;;;;;3 990 р.;;по мере набора;4 недели, 28 ак. ч;2 раза в неделю по будням или выходным, утро или вечер
707706;Очная;;;;;4 500 р.;;по мере набора;3 месяца, 18 ак. ч;занятия по 2 часа, 3 раза в месяц, в выходной день
707706;Дистанционная;;;;;по договоренности;;по мере набора;3 месяца, 18 ак. ч;занятия по 2 часа, 3 раза в месяц, в выходной день
725217;Дистанционная;;;;;2 160 р.;;в любое время;1 день, 1 ак. ч;2 раза в неделю
736593;Очная;;;;;12 900 р.;;по мере набора;3 недели;-
693118;Очная;;;;;12 200 р.;;по мере набора;3 месяца, 416 ак. ч;по будним дням
738301;Дистанционная;;;;;8 520 р.;;в любое время;4 недели, 144 ак. ч;-
616411;Онлайн обучение в группе;;;;;3 500 р.;;в любое время;1 месяц, 16 ак. ч;2 раза в неделю в будние дни или в выходные, с 9.00 до 21.30 (в зависимости от расписания)
616411;Индивидуально;;;;;1 800 р.;;в любое время;1 день, 2 ак. ч;В любое для Вас удобное время
616411;Индивидуально;;;;;бесплатно;;в любое время;1 день, 2 ак. ч;В любое для Вас удобное время
616411;Групповое обучение очно;;;;;6 500 р.;;в любое время;1 месяц, 16 ак. ч;1 раз в неделю по выходным с 11.00 до 14.00 или с 14.00 до 17.00
616411;Групповое обучение;;;;;6 500 р.;;в любое время;1 месяц, 16 ак. ч;2-3 раза в неделю по будням (с 18.30 до 20.00 или с 20.00 до 21.30)
734010;Дистанционная;;;;;9 900 р.;;в любое время;4 месяца, 510 ак. ч;-
694090;Очная;;;;;5 200 р.;;по мере набора;1 день, 8 ак. ч;с 10:00 до 17:10
694090;Дистанционная;;;;;5 200 р.;;-;2 дня, 8 ак. ч;С 19:00 до 22:10
694090;Вечерняя;;;;;5 200 р.;;по мере набора;2 дня, 8 ак. ч;С 18:30 до 21:40
